来源,内容
" Introduction to Computer Science Ch8 Key Terms "," open database connectivity (ODBC) - standard API for connecting to databases "
" Introduction to Computer Science Ch8 Key Terms "," operational data store (ODS) - database that serves as a staging area for a data warehouse "
" Introduction to Computer Science Ch8 Key Terms "," primary key - column or set of columns that uniquely identifies each row in a table "
" Introduction to Computer Science Ch8 Key Terms "," query language - language used to retrieve data from a database "
" Introduction to Computer Science Ch8 Key Terms "," record - row in a database table "
" Introduction to Computer Science Ch8 Key Terms "," referential integrity - property that ensures that a foreign key value always refers to an existing primary key value "
" Introduction to Computer Science Ch8 Key Terms "," relational database - type of database that organizes data into tables "
" Introduction to Computer Science Ch8 Key Terms "," schema - structure of a database "
" Introduction to Computer Science Ch8 Key Terms "," Slowly Changing Dimension (SCD) - dimension in a data warehouse that changes slowly over time "
" Introduction to Computer Science Ch8 Key Terms "," Snowflake schema - type of data warehouse schema that normalizes dimension tables "
" Introduction to Computer Science Ch8 Key Terms "," SQL (Structured Query Language) - standard language for managing relational databases "
" Introduction to Computer Science Ch8 Key Terms "," star schema - type of data warehouse schema that uses a central fact table surrounded by dimension tables "
" Introduction to Computer Science Ch8 Key Terms "," structured data - data that conforms to a predefined schema "
" Introduction to Computer Science Ch8 Key Terms "," table - collection of rows and columns in a database "
" Introduction to Computer Science Ch8 Key Terms "," unstructured data - data that does not conform to a predefined schema "
" Introduction to Computer Science Ch8 Key Terms "," wisdom - knowledge that has been applied to make decisions "
" Introduction to Computer Science Ch8 Key Terms "," workflow - sequence of tasks that process a set of data "
" Introduction to Computer Science Ch8 Conceptual Questions "," How can you measure the effectiveness of data governance in an organization, and can you quantify it? "
" Introduction to Computer Science Ch8 Conceptual Questions "," What is the relationship between data governance and data quality? "
" Introduction to Computer Science Ch8 Conceptual Questions "," Should the age of data be a factor in the quality of data? "
" Introduction to Computer Science Ch8 Conceptual Questions "," We typically use the 'pyramid of knowledge' to relate to the various level of abstractions encountered when managing data. These levels are known (going from top to bottom) as data, information, knowledge, and wisdom. Can you explain why we use a pyramid to represent the levels of abstraction? Give a specific example of a pyramid starting with actual data. Can you explain the thinking process that makes it possible to go from one level to another? "
" Introduction to Computer Science Ch8 Conceptual Questions "," Why would it be easier to scale unstructured data than structured data? "
" Introduction to Computer Science Ch8 Conceptual Questions "," Use a free trial version of ErWin to put together a universe of discourse (UoD) for a conceptual relational model involving the following entities: EMPLOYEE, DEPARTMENT, PROJECT, WORKS_ON. "
" Introduction to Computer Science Ch8 Conceptual Questions "," Both NFNFs and ODBs allow nested queries. Can you explain why ODBs are better at supporting deeply nested queries? (Hint: Think about object identity.) "
" Introduction to Computer Science Ch8 Conceptual Questions "," Draw a simple star schema for a problem involving product sales according to time, region, and price. "
" Introduction to Computer Science Ch8 Conceptual Questions "," Explain the use of MapReduce on the simple example that consists of counting words in a very large document. "
" Introduction to Computer Science Ch8 Conceptual Questions "," How can informatics be used to solve problems? "
" Introduction to Computer Science Ch8 Problem Set A "," You are working for a large retailer, and you are given access to radio frequency identification (RFID) devices, which give you the ability to tag every item the company has in stock. Describe the team you would recommend putting together to derive some real benefits about the tagging, and recommend an approach to drive improvements in sales. "
" Introduction to Computer Science Ch8 Problem Set A "," Provide an example of data governance relating accuracy, accessibility, and security. "
" Introduction to Computer Science Ch8 Problem Set A "," Give an example of data that could benefit from being represented using the hierarchical model. "
" Introduction to Computer Science Ch8 Problem Set A "," Write a use case that would suggest that SQL is a better choice than NoSQL, and explain why it's a better choice. "
" Introduction to Computer Science Ch8 Problem Set A "," Write a use case that would suggest NoSQL is a better choice than SQL would be, and explain why it's a better choice. "
" Introduction to Computer Science Ch8 Problem Set A "," Develop a conceptual model using ErWin and map the conceptual schema to a relational database schema for a database target of your choice. Review the generated SQL statements and comment on them. Then populate the resulting database with sample data of your choice and create an SQL query that will let you retrieve all the employees that work on a given project. "
" Introduction to Computer Science Ch8 Problem Set A "," Research some popular SQL and NoSQL tools. Create a list of tools that are available for each database type. Download a version of an SQL and NoSQL tool of your choice and create a table in each. "
" Introduction to Computer Science Ch8 Problem Set A "," Contrast operational, tactical, and strategic decision-making. Illustrate with an example in - an online retail setting (e.g., Amazon, Netflix, eBay), - a bank setting, or - a university setting. "
" Introduction to Computer Science Ch8 Problem Set A "," Ideally, data integration should include - only data. - only processes. - both processes and data. "
" Introduction to Computer Science Ch8 Problem Set A "," What components does the base Hadoop stack include? "
" Introduction to Computer Science Ch8 Problem Set A "," Explain how informatics relates to sports. "
" Introduction to Computer Science Ch8 Problem Set A "," Explain how informatics relates to urban life. "
" Introduction to Computer Science Ch8 Problem Set B "," During the COVID-19 pandemic, testing for active COVID infection using nasal swabs increased significantly. Examples of the collected features are name, age, sex, and symptoms (cough, sore throat, loss of smell and taste, fever >100.2°F, shortness of breath, rash, headache, and congestion). Create a data dictionary table with the following attributes: - Name: attribute name - Definition: describe the attribute - Data type: attribute data type - Possible values: the possible values for the attributes "
" Introduction to Computer Science Ch8 Problem Set B "," Explore the concept of the age of data by researching an example of a piece of data that changes rapidly and a piece of data that does not change over the course of time. Provide a suggestion on how to use the data and determine if the data are not relevant and no longer accurate. "
" Introduction to Computer Science Ch8 Problem Set B "," Explain the difference between OLTP and OLAP using a practical example. "
" Introduction to Computer Science Ch8 Problem Set B "," Suggest criteria for selecting an open-source versus a commercial database system. "
" Introduction to Computer Science Ch8 Problem Set B "," A food delivery service wants to gather the personal information of new clients and uses an online form in which all fields are required to be filled. Which record organization technique would be preferred for this purpose? Why would it be the best choice? "
" Introduction to Computer Science Ch8 Problem Set B "," Select a key-value store of your choice and implement a sample application using it. "
" Introduction to Computer Science Ch8 Problem Set B "," Discuss four approaches to deal with slowly changing dimensions in a data warehouse. Can any of these approaches be used to deal with rapidly changing dimensions? "
" Introduction to Computer Science Ch8 Problem Set B "," Discuss some application areas where the usage of streaming analytics (such as provided by Spark Streaming) might be valuable. Consider X (formerly Twitter), but also other contexts. "
" Introduction to Computer Science Ch8 Problem Set B "," If Spark's GraphX library provides a number of interesting algorithms for graph-based analytics, do you think that graph-based NoSQL databases are still necessary? Explain why or why not. Search the Web on how to run Neo4j together with Spark and explain which roles they both serve in such an environment. "
" Introduction to Computer Science Ch8 Problem Set B "," Design a sample end-to-end informatics solution for an area of your choice. If you have time, implement a simple prototype of your solution as a web-based application using a data management infrastructure of your choice. "
" Introduction to Computer Science Ch8 Practice Exercises "," Draw a flow diagram that explains how information architects, database designers, data owners, data stewards, database administrators, and data scientists coordinate their activities. "
" Introduction to Computer Science Ch8 Practice Exercises "," Research how bad data can result in bad information and why sources impact the quality of the data. "
" Introduction to Computer Science Ch8 Practice Exercises "," Draw a diagram of a DBMS architecture that could be used to run a medium-scale website. "
" Introduction to Computer Science Ch8 Practice Exercises "," Research and provide a few examples of pros and cons of SQL databases compared to NoSQL databases. "
" Introduction to Computer Science Ch8 Practice Exercises "," Which statement is correct? - The Boyce-Codd normal form is more strict than the fourth normal form. - The Boyce-Codd normal form is more strict than the third normal form. - The second normal form is more strict than the Boyce-Codd normal form. - The first normal form is more strict than the Boyce-Codd normal form. "
" Introduction to Computer Science Ch8 Practice Exercises "," Give practical examples of applications where it would be best to use the following: key-value store, document store, column-oriented database, graph-based database "
" Introduction to Computer Science Ch8 Practice Exercises "," Use a simple example to explain the difference between hindsight, foresight, and insight. What type of technology can be used to derive each one of these? "
" Introduction to Computer Science Ch8 Practice Exercises "," Which Amazon tool would you use to turn text into speech? What are the other tools listed used for? - Amazon Lex - Amazon Echo - Amazon Polly - Amazon Rekognition "
" Introduction to Computer Science Ch8 Practice Exercises "," State a major constituent of informatics. "
" Introduction to Computer Science Ch9 Key Terms "," acceptance testing - process used to determine whether the software solution fulfills the customer's expectations, also called user acceptance testing "
" Introduction to Computer Science Ch9 Key Terms "," accessibility testing - subset of usability testing that focuses specifically on the needs of users with disabilities "
" Introduction to Computer Science Ch9 Key Terms "," Agile Software Development Ecosystem (ASDE) - Agile SDLC frameworks and methods that emphasize the difficulty of predicting future needs and thus avoid creating long-term plans and fixed processes so developers can instead collaborate with customers and adjust to their current needs "
" Introduction to Computer Science Ch9 Key Terms "," application software - software that enables you to fulfill common tasks such as creating a text document, drawing a picture, or playing music "
" Introduction to Computer Science Ch9 Key Terms "," architecture management - helps improve the architectural design while it is under development "
" Introduction to Computer Science Ch9 Key Terms "," automated testing - form of testing that uses software tools to check functionality of a software system or some of its parts; this allows for repeating tests without requiring repeated effort on the part of the tester "
" Introduction to Computer Science Ch9 Key Terms "," availability - measure of how busy a system is when a user attempts to use it "
" Introduction to Computer Science Ch9 Key Terms "," black box testing - manner of testing where the tests are based on the requirements and the functionality of what is being tested without the need to focus on the code itself; input-output testing, specification-based testing, and behavioral testing "
" Introduction to Computer Science Ch9 Key Terms "," bug - issue or error with software programming "
" Introduction to Computer Science Ch9 Key Terms "," bug tracking system - aids in the tracking and resolution of fixing issues with software "
" Introduction to Computer Science Ch9 Key Terms "," closed-source - form of software licensing that prohibits access to underlying source code; this type of software is typically developed for organizations or for software that is meant to be sold "
" Introduction to Computer Science Ch9 Key Terms "," code coverage - measurement of the percentage of code that is activated or reviewed by unit tests "
" Introduction to Computer Science Ch9 Key Terms "," code review - process whereby the source code written by one developer is manually inspected by another developer or a team of reviewers "
" Introduction to Computer Science Ch9 Key Terms "," construction phase - framework activity in which the design documents are used to write corresponding source code in a programming language and to create any supporting assets "
" Introduction to Computer Science Ch9 Key Terms "," containerized - software packaged in such a way that it can run on different computer systems easily "
" Introduction to Computer Science Ch9 Key Terms "," crosscutting activity - (also: umbrella activity) activity that crosscuts the entire software development process but is not part of the main building steps themselves "
" Introduction to Computer Science Ch9 Key Terms "," debugger - program that assists in detecting and correcting bugs; it does this by allowing the user to pause program execution at any statement, view the state of the program at that moment, before allowing the computer to continue until the next statement at which they want to pause "
" Introduction to Computer Science Ch9 Key Terms "," deployment - framework activity that involves making the developed software solution available to users "
" Introduction to Computer Science Ch9 Key Terms "," design pattern - reusable solution to a design problem that software engineers repeatedly encounter while architecting and designing systems "
" Introduction to Computer Science Ch9 Key Terms "," detail-level design (DLD) - focuses on detailing or expanding upon the HLD; as part of the DLD, every element of a system is provided with detailed specifications, and the logic for each component within each module of a system solution is determined "
" Introduction to Computer Science Ch9 Key Terms "," DevOps model - Agile software process model that combines practices of software development and operations and uses a short development life cycle and continuous delivery to achieve high-quality software products "
" Introduction to Computer Science Ch9 Key Terms "," dynamic quality - nonfunctional feature that relates to the qualitative behavior of software while it is in use, which means that it also depends on the hardware that the system runs on "
" Introduction to Computer Science Ch9 Key Terms "," elaboration phase - framework activity that involves further analyzing the requirements to produce design models of the system to be developed "
" Introduction to Computer Science Ch9 Key Terms "," embedded software - software that is integrated with hardware and can include both application and system software features "
" Introduction to Computer Science Ch9 Key Terms "," extensibility - measure of the amount of work and cost required to add new features to software "
" Introduction to Computer Science Ch9 Key Terms "," flexibility - measure of the amount of work and cost required to make changes to a system when requirements change "
" Introduction to Computer Science Ch9 Key Terms "," functional requirement - based on expectations of the user for the inherent characteristics of the software "
" Introduction to Computer Science Ch9 Key Terms "," gray box testing - manner of testing in which the person who designs the test has a partial ... "
" Introduction to Computer Science Ch9 Key Terms "," high-level design (HLD) - framework activity in which the system is broken down into components and the relationships between those components are defined "
" Introduction to Computer Science Ch9 Key Terms "," incremental model - software development model in which the software is built in small, manageable increments "
" Introduction to Computer Science Ch9 Key Terms "," inception phase - framework activity in which the project's scope and feasibility are determined "
" Introduction to Computer Science Ch9 Key Terms "," integration testing - testing that focuses on how the components of a system work together "
" Introduction to Computer Science Ch9 Key Terms "," iterative model - software development model in which the software is developed in cycles "
" Introduction to Computer Science Ch9 Key Terms "," legacy system - old software system that is still in use "
" Introduction to Computer Science Ch9 Key Terms "," licensing - legal permission to use software "
" Introduction to Computer Science Ch9 Key Terms "," lint - tool that analyzes source code to flag programming errors, bugs, stylistic errors, and suspicious constructs "
" Introduction to Computer Science Ch9 Key Terms "," load testing - testing that measures how a system behaves under a specific load "
" Introduction to Computer Science Ch9 Key Terms "," maintainability - measure of how easily software can be modified "
" Introduction to Computer Science Ch9 Key Terms "," nonfunctional requirement - requirement that specifies criteria that can be used to judge the operation of a system, rather than specific behaviors "
" Introduction to Computer Science Ch9 Key Terms "," open-source - form of software licensing that allows access to the underlying source code "
" Introduction to Computer Science Ch9 Key Terms "," performance testing - testing that measures how well a system performs under a particular workload "
" Introduction to Computer Science Ch9 Key Terms "," product line - set of software systems that share a common architecture and are developed from a common set of assets "
" Introduction to Computer Science Ch9 Key Terms "," prototyping - process of creating a working model of a software system "
" Introduction to Computer Science Ch9 Key Terms "," quality assurance (QA) - process of ensuring that a software system meets the required quality standards "
" Introduction to Computer Science Ch9 Key Terms "," refactoring - process of restructuring existing computer code without changing its external behavior "
" Introduction to Computer Science Ch9 Key Terms "," regression testing - testing that is performed to ensure that changes to a system have not introduced new bugs "
" Introduction to Computer Science Ch9 Key Terms "," requirement - condition or capability that a system must satisfy "
" Introduction to Computer Science Ch9 Key Terms "," requirements engineering (RE) - process of defining, documenting, and maintaining requirements "
" Introduction to Computer Science Ch9 Key Terms "," scalability - measure of how well a system can handle increased workload "
" Introduction to Computer Science Ch9 Key Terms "," security testing - testing that focuses on the security of a system "
" Introduction to Computer Science Ch9 Key Terms "," software architecture - high-level structure of a software system "
" Introduction to Computer Science Ch9 Key Terms "," software development life cycle (SDLC) - process that is used to design, develop, and test software "
" Introduction to Computer Science Ch9 Key Terms "," software engineering - discipline that applies engineering principles to software development "
" Introduction to Computer Science Ch9 Key Terms "," software process improvement (SPI) - process of improving the software development process "
" Introduction to Computer Science Ch9 Key Terms "," software quality - measure of how well a software system meets its requirements "
" Introduction to Computer Science Ch9 Key Terms "," static quality - nonfunctional feature that relates to the structure of the software itself "
" Introduction to Computer Science Ch9 Key Terms "," stress testing - testing that measures how a system behaves under extreme conditions "
" Introduction to Computer Science Ch9 Key Terms "," system software - software that manages the basic operations of the computer "
" Introduction to Computer Science Ch9 Key Terms "," test case - set of inputs, execution conditions, and expected results that are used to test a software system "
" Introduction to Computer Science Ch9 Key Terms "," test coverage - measure of how much of a software system is tested "
" Introduction to Computer Science Ch9 Key Terms "," test plan - document that describes the scope, approach, resources, and schedule of testing activities "
" Introduction to Computer Science Ch9 Key Terms "," test-driven development (TDD) - software development process in which tests are written before the code "
" Introduction to Computer Science Ch9 Key Terms "," testing - process of evaluating a software system to find differences between expected and actual behavior "
" Introduction to Computer Science Ch9 Key Terms "," transition phase - framework activity in which the software is deployed to users "
" Introduction to Computer Science Ch9 Key Terms "," unit testing - testing that focuses on individual components of a system "
" Introduction to Computer Science Ch9 Key Terms "," usability testing - testing that measures how easy a system is to use "
" Introduction to Computer Science Ch9 Key Terms "," user acceptance testing (UAT) - process used to determine whether the software solution fulfills the customer's expectations "
" Introduction to Computer Science Ch9 Key Terms "," validation - process of ensuring that a system meets the needs of its users "
" Introduction to Computer Science Ch9 Key Terms "," verification - process of ensuring that a system meets its requirements "
" Introduction to Computer Science Ch9 Key Terms "," waterfall model - software development model in which development proceeds through a series of phases "
" Introduction to Computer Science Ch9 Key Terms "," white box testing - manner of testing where the tests are based on the internal structure of the code "
" Introduction to Computer Science Ch9 Conceptual Questions "," Explain what is wrong with the notion that computer software does not need to evolve over time. "
" Introduction to Computer Science Ch9 Conceptual Questions "," Explain why nonfunctional requirements are an important part of the requirements for software products. "
" Introduction to Computer Science Ch9 Conceptual Questions "," Explain why a software engineer needs to have solid knowledge of programming languages. "
" Introduction to Computer Science Ch9 Conceptual Questions "," What is an iteration in iterative development? "
" Introduction to Computer Science Ch9 Conceptual Questions "," What is an increment in iterative development? "
" Introduction to Computer Science Ch9 Conceptual Questions "," What are the key issues addressed by an Agile approach in software engineering? "
" Introduction to Computer Science Ch9 Conceptual Questions "," What are the drawbacks of the waterfall model? "
" Introduction to Computer Science Ch9 Conceptual Questions "," What are the benefits of DevOps? "
" Introduction to Computer Science Ch9 Conceptual Questions "," What is the overall purpose of testing in software engineering? "
" Introduction to Computer Science Ch9 Conceptual Questions "," What is path coverage? "
" Introduction to Computer Science Ch9 Conceptual Questions "," What are three ways code coverage can be measured and what does each do? "
" Introduction to Computer Science Ch9 Conceptual Questions "," What are design patterns? Provide an example of a design pattern. "
" Introduction to Computer Science Ch9 Conceptual Questions "," What is the benefit of licensing software? "
" Introduction to Computer Science Ch9 Conceptual Questions "," What type of license could you use if you were okay with sharing your application's source code and allowing others to use or modify it? "
" Introduction to Computer Science Ch9 Conceptual Questions "," Can we get to a point in the next twenty years where we will no longer need software engineers or to write code? "
" Introduction to Computer Science Ch9 Conceptual Questions "," Ethically, what are five things listed in this chapter a software engineer should never do? "
" Introduction to Computer Science Ch9 Problem Set A "," Determine at least six functional requirements for a navigational software program that could be used within an automobile. "
" Introduction to Computer Science Ch9 Problem Set A "," If you were asked to define functional (software) requirements to build a digital pencil (e.g., stylus), what are four possible requirements? Note that while a stylus includes a mix of hardware and software requirements, the same level of thought and detail goes into the process of defining requirements for the software portion. "
" Introduction to Computer Science Ch9 Problem Set A "," What would be some of the nonfunctional requirements applicable to a virtual reality (VR) application? "
" Introduction to Computer Science Ch9 Problem Set A "," You've been asked to help determine the requirements for a new software product. This product is a simple calculator. The project is expected to use an iterative approach with at least three iterations. Consider the following requirements and determine who you might prioritize and group them. Explain the reasoning behind your prioritization, considering factors such as user value and project complexity. - Program should accept whole and rational numbers. - Program should allow for addition, subtraction, multiplication, and division. - Program should allow for determining the square root of a number. - Program should display the results of the operation only after the equal button is selected. - Program should allow for grouping of actions by using parentheses. For example, the calculator should allow the following to be entered: 2 + (10 / 2) = and should receive the result of 7, not 6 or any other value. - Program should allow for numbers to be in decimal or octal format. - Program should allow the user to clear the last value entered or all values entered. "
" Introduction to Computer Science Ch9 Problem Set A "," Research Scaled Agile Framework (SAFe) and summarize how it can be useful for projects of a very large size and how organizations can use it to effectively manage multiple teams in an Agile development environment. "
" Introduction to Computer Science Ch9 Problem Set A "," Often Agile development is used to create products that are based on emerging technologies. Why do you think this is? "
" Introduction to Computer Science Ch9 Problem Set A "," Why does part of the Agile development model involve minimizing documentation? "
" Introduction to Computer Science Ch9 Problem Set A "," Identify specific business or personal situations related to ethics in software engineering, and explain how you would react to them. "
" Introduction to Computer Science Ch9 Problem Set A "," Research and compare pros and cons of open-source software and paid software licenses. "
" Introduction to Computer Science Ch9 Problem Set A "," Research various Integrated Development Environments and summarize why some IDEs are aimed at different types of development efforts and programming languages. "
" Introduction to Computer Science Ch9 Problem Set B "," Choose a software program you use frequently. This could be a game, social media platform, productivity tool, or anything else. Analyze its functionalities and identify six areas for improvement. For each improvement, describe the benefit it would bring to the user experience. "
" Introduction to Computer Science Ch9 Problem Set B "," Imagine you're designing a software system for a library. List at least six functional requirements this system should meet. "
" Introduction to Computer Science Ch9 Problem Set B "," Besides functionality, what are at least three nonfunctional requirements that are important for a library information system? Explain why each requirement is important. "
" Introduction to Computer Science Ch9 Problem Set B "," What are the questions that should be answered by each team member at the daily Scrum meeting? "
" Introduction to Computer Science Ch9 Problem Set B "," Safety critical applications are key components of a system that would severely impact the safety and well-being of the users and bystanders. Provide an example of a safety critical application that, if the software of that component would fail, could cause catastrophic consequences to the life and safety of users and bystanders. "
" Introduction to Computer Science Ch9 Problem Set B "," Research the Boeing 737 Max 8 Maneuvering Characteristics Augmentation System (MCAS) software and sensor problem. What went wrong and how could Boeing and the Federal Aviation Administration (FAA) have done a better job of developing and testing a safety critical application? "
" Introduction to Computer Science Ch9 Problem Set B "," As a software developer, you wrote a routine that converts degrees Fahrenheit to degrees Celsius and you want to test it. How would you suggest performing unit testing of this functionality? "
" Introduction to Computer Science Ch9 Problem Set B "," Explain how you could create an open world machine learning bot that could trade on a financial exchange. "
" Introduction to Computer Science Ch9 Problem Set B "," Identify new examples of software as a differentiator for products and services. "
" Introduction to Computer Science Ch9 Practice Exercises "," List five computer technology areas that a software engineer should be familiar with. Consider how each could impact or be applied to a software solution. "
" Introduction to Computer Science Ch9 Practice Exercises "," List five soft skills that are important for software engineers "
" Introduction to Computer Science Ch9 Practice Exercises "," Categorize the following software programs as system software, application software, or embedded software: Linux Debian, Windows 11, Microsoft Word, a website, a Samsung refrigerator door sensor with a small CPU chip, and a sensor on a street lamp with a small CPU chip. "
" Introduction to Computer Science Ch9 Practice Exercises "," You've been assigned to lead a project and your first task is to determine the software development life cycle you should use. What are things you should consider that will impact which SDLC model you should pick? "
" Introduction to Computer Science Ch9 Practice Exercises "," You are the engineering manager for a software development team. A new client comes to you and offers to fund a new project for your team. The client has a poorly developed set of requirements upfront but has an urgent need to get working software. How could you satisfy your client's needs? "
" Introduction to Computer Science Ch9 Practice Exercises "," Research DevSecOps and summarize how it is different from DevOps. "
" Introduction to Computer Science Ch9 Practice Exercises "," Analyze processes such as RE, SBSE, and TDD, and explain how they improve traditional software engineering processes from an SPI standpoint. "
" Introduction to Computer Science Ch10 Key Terms "," abstract representation - used to hide background details "
" Introduction to Computer Science Ch10 Key Terms "," Agile EA Management (AEAM) - methodology used for software development and project management; AEAM breaks individual projects into smaller pieces to be easier to manage, which speeds up design processes and produces quality products "
" Introduction to Computer Science Ch10 Key Terms "," Agile software development - interactive approach to software development that delivers value to the customers "
" Introduction to Computer Science Ch10 Key Terms "," ArchDev (SecOps) - example of an Accelerated Architecture-Driven Digital Transformation Process, which helps companies proactively embed stakeholder interest and sustainability into the company's digital growth "
" Introduction to Computer Science Ch10 Key Terms "," archetype - abstraction (similar to a class) that represents one element of system behavior "
" Introduction to Computer Science Ch10 Key Terms "," architectural style - abstract patterns located at the top of the pattern hierarchy; they capture sets of characteristics and features that make a structure identifiable "
" Introduction to Computer Science Ch10 Key Terms "," architecture continuum - represents a structure of building blocks to reuse the architecture assets that conform to a language pattern "
" Introduction to Computer Science Ch10 Key Terms "," Architecture Development Method (ADM) - detailed step-by-step process for developing or changing an enterprise architecture "
" Introduction to Computer Science Ch10 Key Terms "," business process - series of steps performed by a group of stakeholders to achieve an enterprise concrete goal "
" Introduction to Computer Science Ch10 Key Terms "," business service choreography - example of business architecture pattern that focuses on the observed sequence of messages exchanged by peer services when performing a unit of work "
" Introduction to Computer Science Ch10 Key Terms "," business service orchestration - generalization of business service composition and a pattern used to describe the sequencing of business services "
" Introduction to Computer Science Ch10 Key Terms "," cloud - storage solution that holds data, software, and services that run on the Internet instead of on a local computer "
" Introduction to Computer Science Ch10 Key Terms "," component - encapsulated part of a software system, which has an interface and serves as a building block for the structure of a subsystem "
" Introduction to Computer Science Ch10 Key Terms "," data architecture - design framework that structures how data is collected, stored, managed, and utilized within a system "
" Introduction to Computer Science Ch10 Key Terms "," enabler - supports the activities needed to extend the architectural runway to provide future business functionality "
" Introduction to Computer Science Ch10 Key Terms "," enterprise architecture (EA) - conceptual blueprint that defines the structure and operation of organizations "
" Introduction to Computer Science Ch10 Key Terms "," enterprise architecture framework (EAF) - ensures that enterprise solutions are in alignment with the evolving vision and strategy of the organizations that use these solutions to operate and conduct day-to-day business "
" Introduction to Computer Science Ch10 Key Terms "," enterprise architecture management (EAM) - helps guide the adoption of technology stacks and corresponding implementation frameworks "
" Introduction to Computer Science Ch10 Key Terms "," framework - implementation-specific skeletal subsystem for design work "
" Introduction to Computer Science Ch10 Key Terms "," governance - processes and organizational structures that ensure compliance with the reference architecture "
" Introduction to Computer Science Ch10 Key Terms "," idiom - phrase or expression whose meaning cannot be inferred from the literal definitions of its individual words, but instead is understood through common usage within a language "
" Introduction to Computer Science Ch10 Key Terms "," IT automation - process of creating systems to reduce manual intervention "
" Introduction to Computer Science Ch10 Key Terms "," IT context management - dynamic IT process that uses data in one application to point to data resident in a separate application "
" Introduction to Computer Science Ch10 Key Terms "," IT governance - process that ensures the effective and efficient use of IT in enabling an organization to achieve its goals "
" Introduction to Computer Science Ch10 Key Terms "," meta-framework - framework in more detail "
" Introduction to Computer Science Ch10 Key Terms "," metamodel - evolving outlines for capabilities and relationships "
" Introduction to Computer Science Ch10 Key Terms "," method - set of repeatable processes that ensure consistent and controlled execution of the architecture "
" Introduction to Computer Science Ch10 Key Terms "," microservice - approach to building a software solution as a set of small services that may be deployed locally or on the cloud "
" Introduction to Computer Science Ch10 Key Terms "," pattern catalog - collection of patterns organized according to specific characteristics and according to how the relationships between them are defined "
" Introduction to Computer Science Ch10 Key Terms "," pattern hierarchy - architectural styles, architectural patterns, and design patterns "
" Introduction to Computer Science Ch10 Key Terms "," pattern language - connected view of how to apply one pattern in the presence of another "
" Introduction to Computer Science Ch10 Key Terms "," patterns management - series of patterns that create an organization chart for developing software "
" Introduction to Computer Science Ch10 Key Terms "," principles - core rules that guide the design and implementation of the reference architecture "
" Introduction to Computer Science Ch10 Key Terms "," requirements model - model that describes the problem set, establishes the context, and identifies the system of forces that hold sway, such as design quality attributes "
" Introduction to Computer Science Ch10 Key Terms "," road map - used to guide an organization with planning and achieving business goals over time "
" Introduction to Computer Science Ch10 Key Terms "," service-oriented architecture (SOA) - architectural style that uses services as the basic building blocks "
" Introduction to Computer Science Ch10 Key Terms "," software stack - set of software components that are used to support the execution of a software system "
" Introduction to Computer Science Ch10 Key Terms "," solution architecture - description of the structure and behavior of a specific software solution "
" Introduction to Computer Science Ch10 Key Terms "," stakeholder - person who has an interest in the outcome of a project "
" Introduction to Computer Science Ch10 Key Terms "," technology stack - set of technologies that are used to build a software solution "
" Introduction to Computer Science Ch10 Key Terms "," TOGAF (The Open Group Architecture Framework) - framework for enterprise architecture that provides a comprehensive approach to the design, planning, implementation, and governance of an enterprise information architecture "
" Introduction to Computer Science Ch10 Key Terms "," view - representation of a system from the perspective of a set of concerns "
" Introduction to Computer Science Ch10 Key Terms "," viewpoint - definition of the perspective from which a view is taken "
" Introduction to Computer Science Ch10 Conceptual Questions "," Can object-oriented concepts such as inheritance and composition be used to assemble patterns? Provide examples to illustrate your answer. "
" Introduction to Computer Science Ch10 Conceptual Questions "," Why is it difficult to build complete solutions by assembling patterns at various levels of specialization? "
" Introduction to Computer Science Ch10 Conceptual Questions "," How does the enterprise architecture as a strategy process pattern apply to the foundation for execution? "
" Introduction to Computer Science Ch10 Conceptual Questions "," What is the major difference between ArchDev and DevOps? "
" Introduction to Computer Science Ch10 Conceptual Questions "," The approach discussed in this chapter appears to be top-down as it comes to deriving solution architectures from higher levels of architecture scope. Is it possible to start from a solution architecture and establish the architecture scopes that correspond to it at the portfolio and enterprise levels? "
" Introduction to Computer Science Ch10 Conceptual Questions "," Does a software stack relate to a particular implementation style? Assuming that the target solution architecture implements more than one style, how is it generally possible to establish a software stack for it? "
" Introduction to Computer Science Ch10 Problem Set A "," Document the design patterns set forth by Erich Gamma in terms of the pattern template, pattern hierarchy, pattern catalog, and pattern languages that are provided to work with these patterns. Documentation about Erich Gamma's catalog of design patterns is widely available on the Internet. "
" Introduction to Computer Science Ch10 Problem Set A "," Perform some research on the Internet and explain the difference between OMG's OMA architectural style and the microservices architectural style. "
" Introduction to Computer Science Ch10 Problem Set A "," Perform some research on the Internet to become familiar and explain/document the following common industry standards and acronyms: PRINCE2, ITIL, US NIST, US FIPS, SIB, COBIT, and ATAM. "
" Introduction to Computer Science Ch10 Problem Set A "," Perform some research on the Internet and provide a pattern catalog for HCC architecture models. "
" Introduction to Computer Science Ch10 Problem Set A "," Perform some research on the Internet and provide a pattern catalog for cloud-based architecture models. "
" Introduction to Computer Science Ch10 Problem Set A "," Perform some research on the Internet and provide a pattern catalog for cloud-based implementation architectures (it is fine to limit the scope of vendors used to implement the solution). "
" Introduction to Computer Science Ch10 Problem Set A "," Perform some research on the Internet and provide a pattern catalog for microservices implementation architectures (it is fine to limit the scope of vendors used to implement the solution). "
